Cuisine,Dance Clubs,Tapas Bars,Pakistani,Vegetarian,Food Court,Tex-Mex,Middle Eastern,Chinese,Brasseries,Food Stands,Hot Dogs,Ethiopian,Italian,Korean,Latin American,Venezuelan,Vegan,Greek,Fast Food,Ukrainian,Ethnic Food,Delis,Vietnamese,Mexican,Indian,Russian,Cantonese,Peruvian,Mediterranean,Turkish
Hot Dogs,0.0370729179,0.0469435803,0.0223080225,0.077212359,0.0521003304,0.0599476339,0.0337599226,0.0550533946,0.0911572325,0.2435372798,1,0.0142534467,0.1121525318,0.1587706424,0.0721090374,0.0295971913,0.0906975201,0.0594814337,0.5256943709,0.0226203732,0.0939251888,0.1119550944,0.0170715699,0.061450745,0.0196259582,0.0120220989,0.020463248,0.0187550261,0.0608842945,0.0182151825
Ethiopian,0.0313221435,0.0256712757,0.0530841957,0.0764691434,0.0158707758,0.0262059659,0.0535858117,0.0420712058,0.0465420946,0.0214817886,0.0142534467,1,0.0581144838,0.0161256077,0.0349034226,0.0094084968,0.2589021205,0.0306431891,0.0398468798,0.0197495694,0.0625002565,0.029611213,0.0087386767,0.0213864021,0.0518031526,0.0134701512,0.0188215837,0.0141852788,0.0484526299,0.0336478155
Italian,0.310146459,0.2505611885,0.0721268417,0.2792269703,0.1505707437,0.1403785322,0.1283585876,0.2412387612,0.3668372627,0.1328545144,0.1121525318,0.0581144838,1,0.095867095,0.2107962515,0.0407324459,0.3750376125,0.1357140188,0.2404617131,0.1490964299,0.199684842,0.2928923211,0.0488473634,0.1055224707,0.0658256147,0.0614948321,0.12589701,0.0786251716,0.2389583968,0.1256866377
Korean,0.0529442685,0.0654559195,0.0316467779,0.137876359,0.0748007158,0.1179584916,0.026526453,0.2785545253,0.0740218074,0.1509678673,0.1587706424,0.0161256077,0.095867095,1,0.1179411892,0.0223911226,0.1831770102,0.0256973179,0.1619316272,0.0263127437,0.1922263328,0.0594709681,0.0601174652,0.1444682254,0.0326632047,0.026662339,0.1148582734,0.0336707831,0.0393252489,0.022261791
Latin American,0.1704381525,0.2390490731,0.0400333747,0.261508827,0.0742069846,0.5713079032,0.0684863825,0.1511947361,0.2086495519,0.2377408315,0.0721090374,0.0349034226,0.2107962515,0.1179411892,1,0.3947119811,0.2244865585,0.0620687807,0.2820106463,0.083255126,0.3176871165,0.1053195374,0.0302258689,0.6777152947,0.0382100709,0.0335940779,0.0628199546,0.2348270063,0.1110234636,0.052082094
Venezuelan,0.0220905898,0.0302466589,0.0118058117,0.050525589,0.0131841581,0.0552302534,0.0214756558,0.0317771322,0.0399034685,0.0653129441,0.0295971913,0.0094084968,0.0407324459,0.0223911226,0.3947119811,1,0.0592542548,0.0209815552,0.0624513533,0.0111830671,0.0444543985,0.0349623041,0.0114565695,0.0626412564,0.0111996777,0.0163519073,0.0130172755,0.0428908692,0.0304498414,0.0131821231
Vegan,0.1349590669,0.1535261376,0.2588505159,0.6874241691,0.1116646389,0.230188913,0.1955467022,0.4073749825,0.2982397863,0.1856798831,0.0906975201,0.2589021205,0.3750376125,0.1831770102,0.2244865585,0.0592542548,1,0.1507401513,0.3061228723,0.0860605576,0.4335044001,0.2105476648,0.1128099814,0.1958929722,0.2589620862,0.0554818939,0.1589789446,0.064263473,0.2311408552,0.1470148919
Greek,0.0765084245,0.054778522,0.0878437221,0.4600342907,0.0374747581,0.0458002051,0.7759149275,0.057227759,0.0737534541,0.0391363417,0.0594814337,0.0306431891,0.1357140188,0.0256973179,0.0620687807,0.0209815552,0.1507401513,1,0.1089105869,0.0850349721,0.2106660388,0.0894390762,0.0121016964,0.0364007031,0.0274719799,0.0602251643,0.0271299576,0.0213627657,0.9036405423,0.3557267402
Fast Food,0.1314175542,0.1205481533,0.0599052437,0.2803889057,0.115431791,0.3843722457,0.0971861818,0.1842159453,0.2493659093,0.391255217,0.5256943709,0.0398468798,0.2404617131,0.1619316272,0.2820106463,0.0624513533,0.3061228723,0.1089105869,1,0.0620143725,0.2783632271,0.2909792066,0.0404834342,0.3807475395,0.0543808125,0.0370606419,0.0633307913,0.0537225583,0.1446001995,0.0814984054
Ukrainian,0.0642685782,0.3516648734,0.0262366121,0.0828732668,0.0373932794,0.0432449147,0.1149900255,0.069897453,0.1187276253,0.0533952253,0.0226203732,0.0197495694,0.1490964299,0.0263127437,0.083255126,0.0111830671,0.0860605576,0.0850349721,0.0620143725,1,0.0809922341,0.0627161857,0.0137204611,0.0379079586,0.0217010229,0.2533812523,0.0362930445,0.0191926833,0.1186953179,0.0741550039
Ethnic Food,0.1074079812,0.0918638935,0.1087411291,0.4930760624,0.0667804165,0.3863307601,0.2513717824,0.4508599121,0.1544895687,0.200801174,0.0939251888,0.0625002565,0.199684842,0.1922263328,0.3176871165,0.0444543985,0.4335044001,0.2106660388,0.2783632271,0.0809922341,1,0.1679683393,0.3665981698,0.3977895128,0.1007997759,0.0732719362,0.1743634689,0.0619496791,0.2459355037,0.143308453
Delis,0.0868952361,0.0947370924,0.0347233368,0.1727492221,0.0807871616,0.0966177573,0.1090810251,0.1156162528,0.1969270527,0.1048085016,0.1119550944,0.029611213,0.2928923211,0.0594709681,0.1053195374,0.0349623041,0.2105476648,0.0894390762,0.2909792066,0.0627161857,0.1679683393,1,0.0277815048,0.0741150398,0.0312559747,0.0705824813,0.0412496105,0.0342487539,0.1226872965,0.0908953609
Vietnamese,0.0215891206,0.0211783951,0.0102719041,0.1036921839,0.0141503547,0.018211762,0.0146299795,0.3295910845,0.0384357742,0.0324165211,0.0170715699,0.0087386767,0.0488473634,0.0601174652,0.0302258689,0.0114565695,0.1128099814,0.0121016964,0.0404834342,0.0137204611,0.3665981698,0.0277815048,1,0.0168837466,0.0097728756,0.0121152032,0.1867943176,0.0185023065,0.0191568195,0.010799137
Mexican,0.1395634025,0.0858468034,0.0260319766,0.2572315259,0.0495557005,0.8606007348,0.0381652192,0.1154953409,0.1110515391,0.2782039075,0.061450745,0.0213864021,0.1055224707,0.1444682254,0.6777152947,0.0626412564,0.1958929722,0.0364007031,0.3807475395,0.0379079586,0.3977895128,0.0741150398,0.0168837466,1,0.0248701563,0.0208831899,0.0330029086,0.0740048799,0.0569039344,0.0281396562
Indian,0.0287907112,0.0282307385,0.9882400672,0.3038635043,0.0180145898,0.0340954647,0.0700632294,0.1220680845,0.0544847623,0.0192002804,0.0196259582,0.0518031526,0.0658256147,0.0326632047,0.0382100709,0.0111996777,0.2589620862,0.0274719799,0.0543808125,0.0217010229,0.1007997759,0.0312559747,0.0097728756,0.0248701563,1,0.0170948903,0.0211163211,0.0179193535,0.049329479,0.0554095873
Russian,0.0302950671,0.034995215,0.0235675754,0.0739981578,0.0147636718,0.0281248257,0.0707266388,0.1120283916,0.0516453633,0.0253669226,0.0120220989,0.0134701512,0.0614948321,0.026662339,0.0335940779,0.0163519073,0.0554818939,0.0602251643,0.0370606419,0.2533812523,0.0732719362,0.0705824813,0.0121152032,0.0208831899,0.0170948903,1,0.0447456822,0.0208520992,0.0715784449,0.0616043473
Cantonese,0.0541854586,0.0731184122,0.0225260082,0.1459222351,0.0358150169,0.0356489043,0.0269065477,0.6909071914,0.0999267801,0.0488969458,0.020463248,0.0188215837,0.12589701,0.1148582734,0.0628199546,0.0130172755,0.1589789446,0.0271299576,0.0633307913,0.0362930445,0.1743634689,0.0412496105,0.1867943176,0.0330029086,0.0211163211,0.0447456822,1,0.036647622,0.0428448441,0.0280603242
Peruvian,0.0370966682,0.07279773,0.0184977005,0.0578013074,0.0251542279,0.0596300268,0.023213499,0.078146686,0.0580280648,0.0349442015,0.0187550261,0.0141852788,0.0786251716,0.0336707831,0.2348270063,0.0428908692,0.064263473,0.0213627657,0.0537225583,0.0191926833,0.0619496791,0.0342487539,0.0185023065,0.0740048799,0.0179193535,0.0208520992,0.036647622,1,0.0344459191,0.021066514
Mediterranean,0.1188013919,0.115259661,0.1020106681,0.6252794548,0.0679538932,0.075829962,0.8919665833,0.0932867269,0.1507012426,0.0640324367,0.0608842945,0.0484526299,0.2389583968,0.0393252489,0.1110234636,0.0304498414,0.2311408552,0.9036405423,0.1446001995,0.1186953179,0.2459355037,0.1226872965,0.0191568195,0.0569039344,0.049329479,0.0715784449,0.0428448441,0.0344459191,1,0.4376485194
Turkish,0.0573768506,0.0465732104,0.0763457416,0.3096827351,0.0302079491,0.0393560062,0.4767436362,0.0540248551,0.1165435708,0.0277087652,0.0182151825,0.0336478155,0.1256866377,0.022261791,0.052082094,0.0131821231,0.1470148919,0.3557267402,0.0814984054,0.0741550039,0.143308453,0.0908953609,0.010799137,0.0281396562,0.0554095873,0.0616043473,0.0280603242,0.021066514,0.4376485194,1
