italian sausage;0.7272727273;88;0.2262990446
grilled vegetables;0.7272727273;22;0.2205399498
short rib;0.7243243243;370;0.2739714624
porcini mushrooms;0.7241379310;29;0.2452762606
short rib ravioli;0.7222222222;36;0.2897397757
meat lasagna;0.7192982456;57;0.2810293335
amuse bouche;0.7192982456;57;0.2739580183
gluten free pizza;0.7171717172;99;0.3442804585
skirt steak;0.7142857143;21;0.2720661215
short rib agnolotti;0.7142857143;21;0.2708821879
clam linguine;0.7142857143;21;0.2596196621
tuna tartare;0.7142857143;21;0.2458483242
rice pudding;0.7142857143;21;0.2264008144
buffalo chicken pizza;0.7142857143;28;0.1916366090
arugula salad;0.7118644068;118;0.2774570808
pizza pie;0.7105263158;76;0.2539667059
spinach salad;0.7096774194;248;0.3114805143
braised short rib;0.7096774194;62;0.2532782772
focaccia bread;0.7058823529;68;0.2854152097
turkey sandwich;0.7021276596;47;0.2458090060
buffalo mozzarella;0.7011494253;87;0.2557746435
strawberry shortcake;0.7000000000;20;0.3134498194
king crab;0.7000000000;20;0.2444692194
potato salad;0.7000000000;40;0.2273120669
raw oysters;0.7000000000;20;0.1908867999
pork chop;0.6966292135;178;0.2876395202
crab cake;0.6964285714;112;0.2869801623
beet salad;0.6953642384;151;0.2983151053
heirloom tomato;0.6944444444;72;0.2659448707
bell peppers;0.6941176471;85;0.1972470059
pancetta;0.6923076923;260;0.2493056244
tuna salad;0.6923076923;26;0.2132640994
chicken pesto;0.6923076923;65;0.1916351589
heirloom tomato salad;0.6842105263;19;0.2788562744
grilled salmon;0.6842105263;38;0.2748880476
meatball sub;0.6834532374;139;0.2599237313
gorgonzola salad;0.6800000000;25;0.2738735781
baked rigatoni;0.6800000000;25;0.2496986448
eggplant rollatini;0.6666666667;30;0.2574001099
bean soup;0.6666666667;30;0.2306479126
crushed red pepper;0.6666666667;36;0.1984749312
tortellini;0.6651162791;215;0.2557631769
cotton candy;0.6635514019;107;0.2685739262
grilled chicken;0.6608187135;171;0.1942159081
ricotta cheese;0.6607142857;224;0.2589452722
pork tenderloin;0.6603773585;53;0.2966944317
caprese salad;0.6556776557;273;0.2857244253
garlic cheese bread;0.6551724138;58;0.2675544598
chopped salad;0.6547619048;168;0.2635133431
fried mozzarella;0.6507936508;63;0.2622188362
onion ring;0.6500000000;40;0.2911908377
cheesy bread;0.6491228070;57;0.1851075023
filet mignon;0.6486486486;148;0.2791984962
prime rib;0.6470588235;51;0.2872968823
shrimp cocktail;0.6470588235;51;0.2789256247
red pepper flakes;0.6470588235;51;0.2117039807
fried zucchini;0.6448598131;107;0.2706539752
steak salad;0.6444444444;45;0.3152948618
margherita pizza;0.6428571429;224;0.2683824439
kalamata olives;0.6428571429;56;0.2242582166
sauteed spinach;0.6410256410;39;0.2154608247
sausage and peppers;0.6393442623;61;0.2653517216
mushroom risotto;0.6393442623;61;0.2563381532
chicken wings;0.6387096774;155;0.1886071796
sea bass;0.6374269006;171;0.2626676244
osso buco;0.6363636364;55;0.3083989824
seafood linguini;0.6363636364;22;0.2711868369
beef sandwich;0.6349206349;126;0.2216115433
garlic fries;0.6315789474;38;0.2336203296
sea scallops;0.6250000000;32;0.2686248318
shrimp scampi;0.6197183099;142;0.2690925654
grilled chicken breast;0.6190476190;21;0.1876364904
fried ravioli;0.6176470588;68;0.2401918109
osso bucco;0.6161616162;99;0.2485418539
margarita pizza;0.6160000000;125;0.2816545605
baked ziti;0.6158940397;151;0.2404184385
bone in ribeye;0.6153846154;26;0.3543091497
stuffed mushrooms;0.6153846154;156;0.2688705403
veal chop;0.6129032258;93;0.3045537655
cheese tortellini;0.6129032258;31;0.2475091847
mushroom ravioli;0.6119402985;67;0.2427093895
pesto pasta;0.6111111111;36;0.2920292326
lamb chop;0.6090225564;133;0.2873619172
cheese steak;0.6086956522;92;0.2393169057
stuffed ravioli;0.6000000000;25;0.2745883279
shrimp risotto;0.6000000000;25;0.2598742456
baked clams;0.6000000000;20;0.2584383179
flat bread;0.6000000000;125;0.2519024774
roasted potatoes;0.6000000000;55;0.2387744660
cherry peppers;0.6000000000;25;0.2384637876
chili flakes;0.6000000000;30;0.2042748917
greek salad;0.6000000000;45;0.1809517645
ravioli;0.5997993982;1994;0.2721152592
calamari;0.5976863753;1556;0.2649647513
minestrone;0.5949367089;158;0.2562800031
roast beef;0.5942028986;69;0.2405870032
lobster bisque;0.5833333333;120;0.2980863630
pita bread;0.5833333333;24;0.2696632996
beef cheek ravioli;0.5789473684;57;0.3009541568
steamed mussels;0.5789473684;19;0.2568434970
artisan pizza;0.5789473684;19;0.2531827270
duck confit;0.5789473684;19;0.2300039127
apple pie;0.5789473684;19;0.2044908572
cheese ravioli;0.5771428571;175;0.2536110914
eggplant parm;0.5769230769;416;0.2589445025
spaghetti carbonara;0.5757575758;33;0.2706529200
seafood pasta;0.5741935484;155;0.2758915929
tuna sandwich;0.5714285714;28;0.2124983883
roasted chicken;0.5675675676;74;0.1752567234
broccoli rabe;0.5652173913;46;0.2234474893
fettucine alfredo;0.5555555556;27;0.2008094629
lobster ravioli;0.5544554455;202;0.2702915860
angel hair pasta;0.5478260870;115;0.2243016178
spinach ravioli;0.5471698113;53;0.2840263687
cheesy garlic bread;0.5454545455;44;0.1886083020
pasta trio;0.5384615385;26;0.2940418999
mushroom soup;0.5384615385;39;0.2342702735
calamari fritti;0.5384615385;26;0.2316717042
chicken picatta;0.5384615385;26;0.1860191038
lobster tail;0.5333333333;60;0.2641720390
spaghetti & meatballs;0.5333333333;30;0.2554529429
meatball sandwich;0.5310344828;145;0.2306565041
chicken piccata;0.5308641975;81;0.1600539719
chicken cutlet;0.5294117647;34;0.1457856436
chicken parm;0.5270440252;795;0.1682574681
black pepper;0.5250000000;80;0.2091037770
cheese pizza;0.5242290749;454;0.2370861152
fried eggplant;0.5238095238;21;0.2417603990
cocoa powder;0.5238095238;21;0.2337484598
stuffed shells;0.5238095238;42;0.2312785130
lasagna;0.5233248516;1179;0.2502614038
fried chicken;0.5217391304;46;0.1457433426
veal shank;0.5200000000;25;0.2315313688
garlic mashed potatoes;0.5200000000;50;0.2127486724
spaghetti bolognese;0.5135135135;37;0.2411745515
veal parm;0.5096774194;155;0.2614564785
seafood risotto;0.5081967213;61;0.2527376767
tomato soup;0.5072463768;69;0.2483975554
hot dog;0.5053763441;93;0.2142835357
veal marsala;0.5000000000;44;0.2557111927
roasted beets;0.5000000000;28;0.2542615944
green salad;0.5000000000;88;0.2082649685
cheese curds;0.5000000000;20;0.1796445988
spaghetti;0.4987080103;1935;0.2397029055
pepperoni pizza;0.4964028777;278;0.2404014419
meat balls;0.4929577465;71;0.2712999882
hot chocolate;0.4871794872;39;0.1920837227
breaded chicken;0.4871794872;39;0.1544001775
toasted ravioli;0.4838709677;31;0.2330219139
penne pasta;0.4761904762;126;0.2112513388
fried calamari;0.4757281553;206;0.2488028384
lentil soup;0.4736842105;38;0.2617827880
lady fingers;0.4666666667;30;0.2811635408
veal piccata;0.4666666667;45;0.2740221613
spaghetti with meatballs;0.4583333333;48;0.2497937129
seafood linguine;0.4375000000;32;0.2226451394
chicken sandwich;0.4333333333;60;0.1383927342
wedding soup;0.4285714286;49;0.2232869948
clam sauce;0.4174757282;103;0.2379555916
fettucini alfredo;0.4166666667;24;0.2130702499
boneless wings;0.4166666667;24;0.1931462659
chicken breast;0.4166666667;216;0.1319365645
chicken marsala;0.4157303371;178;0.1766003546
shrimp pasta;0.4000000000;40;0.2391442942
strip steak;0.3913043478;23;0.2149765731
stuffed chicken;0.3846153846;26;0.2004545385
ground beef;0.3750000000;48;0.1699387702
pasta fagioli;0.3684210526;38;0.2308292324
apple salad;0.3684210526;19;0.2077075533
mozzarella sticks;0.3571428571;56;0.1894986495
chicken alfredo;0.3442622951;61;0.1268610176
fettuccine alfredo;0.3137254902;102;0.1975406718
garlic toast;0.3125000000;32;0.2254771779
pork shoulder;0.2941176471;34;0.2174582914
lemon chicken;0.2916666667;48;0.1372430344
cheese sticks;0.2592592593;27;0.2058680887
cold pizza;0.2142857143;28;0.1406936730
metro pizza;0.1428571429;21;0.1706633558
chicken tenders;0.0909090909;22;0.0964362684
