Cuisine,Dance Clubs,Tapas Bars,Pakistani,Vegetarian,Food Court,Tex-Mex,Middle Eastern,Chinese,Brasseries,Food Stands,Hot Dogs,Ethiopian,Italian,Korean,Latin American,Venezuelan,Vegan,Greek,Fast Food,Ukrainian,Ethnic Food,Delis,Vietnamese,Mexican,Indian,Russian,Cantonese,Peruvian,Mediterranean,Turkish
Hot Dogs,0.1065971388,0.1071213654,0.0366179126,0.2298035914,0.0849821287,0.1769070506,0.1268078823,0.1273246174,0.1138517442,0.1571253431,1,0.0217884737,0.144886117,0.1218743134,0.1006574762,0.0168627543,0.1542852456,0.1506129788,0.435382915,0.0885389566,0.1094854112,0.2658144292,0.1003379749,0.1655844824,0.0309136481,0.0666388768,0.0648832429,0.0200168121,0.1957478493,0.0269587227
Ethiopian,0.0327666656,0.0259263523,0.0140131562,0.079854348,0.025097713,0.0239512732,0.0407353822,0.0312636692,0.0459265768,0.0151733067,0.0217884737,1,0.0371307883,0.0145070119,0.019560964,0.0035864067,0.2257514187,0.0491946191,0.0503118063,0.0224403671,0.0221625602,0.047462826,0.0199544627,0.0194089228,0.0124529336,0.0361728635,0.0276770249,0.0051442174,0.0601603176,0.0112892866
Italian,0.2697928663,0.3310640238,0.0644802948,0.3459998215,0.1140828409,0.1708769155,0.1530708446,0.1767962211,0.2561267667,0.0965081407,0.14488611,0.0371307866,1,0.0958113252,0.1779057522,0.0278714854,0.2464865921,0.1966953031,0.1992833196,0.1085322786,0.1077387797,0.3566044233,0.0863873183,0.148097505,0.0534788583,0.0693200614,0.0915269195,0.04054531,0.4724435441,0.0668823428
Korean,0.0435413632,0.0604168449,0.0250307678,0.1413309694,0.0494120828,0.0734767174,0.0727436584,0.2190044116,0.0648963343,0.0948638627,0.121874313,0.0145070119,0.0958113295,1,0.0528489505,0.0107559108,0.1023232919,0.0869762965,0.1487909235,0.0435716485,0.1254938856,0.1083283322,0.0807362137,0.0875729522,0.0215423215,0.0540886344,0.1199040686,0.0137017573,0.1115790277,0.0187903475
Latin American,0.1046424008,0.2303278698,0.0309164547,0.2178236066,0.0639560169,0.2904683169,0.0788093843,0.0998061546,0.1271190873,0.0651658848,0.1006574731,0.0195609634,0.1779057552,0.0528489491,1,0.4505613534,0.147114005,0.1019246737,0.1798486695,0.0657280313,0.1011727384,0.1559261351,0.0478576934,0.4176948592,0.0268116047,0.0531263683,0.0695966704,0.3069402693,0.1643116245,0.0236132127
Venezuelan,0.0125640082,0.0267214202,0.0061202247,0.0395818258,0.003477945,0.0421879593,0.0095718207,0.0227832156,0.0107087888,0.0128580023,0.0168627549,0.0035864068,0.0278714878,0.0107559113,0.4505613843,1,0.0297755453,0.0107269109,0.0507257935,0.0003933885,0.0183932378,0.0234117017,0.0111864403,0.0726904382,0.0055779887,0.0002692854,0.0229568071,0.0244036826,0.0210438355,0.0031605155
Vegan,0.1072728301,0.1561251307,0.2043907774,0.8611239648,0.0893434472,0.1922121347,0.1923987219,0.24995163,0.1916365859,0.1098242742,0.1542852452,0.2257514187,0.2464866034,0.102323292,0.1471140092,0.0297755441,1,0.1865178621,0.2661248322,0.0730137295,0.1787739271,0.2569908645,0.1569093232,0.166418032,0.214057356,0.0792535199,0.1211533782,0.0374330476,0.3059602614,0.0791705723
Greek,0.1233502717,0.1398448848,0.1002338333,0.4340204668,0.0694324494,0.1442619135,0.7976427936,0.1468754251,0.1290133673,0.0750349108,0.1506129739,0.0491946176,0.1966953062,0.086976294,0.1019246736,0.0107269102,0.1865178566,1,0.2142309658,0.1482902861,0.2321979324,0.217990534,0.098015497,0.1208754905,0.055239368,0.9693452727,0.0827145576,0.0368063869,0.9073551246,0.227408818
Fast Food,0.1646732307,0.152792732,0.0883877744,0.3918365746,0.1096139664,0.3310872507,0.2010173875,0.2702394374,0.1795819571,0.1948113578,0.4353829015,0.0503118049,0.199283323,0.1487909194,0.1798486695,0.05072579,0.2661248246,0.2142309662,1,0.0870915138,0.2052063918,0.436230266,0.1639918615,0.2952845062,0.0771965314,0.070040377,0.1184965514,0.0513269646,0.2888037703,0.0942152664
Ukrainian,0.0617953312,0.2566890525,0.0389496708,0.1360648705,0.0353657704,0.07339509,0.1264967959,0.0673865815,0.0760448859,0.0483891893,0.0885389608,0.0224403682,0.108532289,0.0435716507,0.0657280364,0.0003933885,0.0730137331,0.148290298,0.0870915206,1,0.0764589076,0.9061511561,0.0503330358,0.0614162506,0.0299325426,0.1256410983,0.0256285371,0.0220584606,0.1787093783,0.0317307286
Ethnic Food,0.0763079559,0.0820444241,0.0410527066,0.2745072326,0.045248564,0.1487763035,0.2334040274,0.3004112978,0.0849969989,0.1311367783,0.1094854138,0.0221625608,0.1077387875,0.1254938891,0.1011727439,0.0183932375,0.1787739318,0.2321979456,0.205206403,0.0764589058,1,0.14741249,0.2377821214,0.2094959172,0.0469949038,0.169023515,0.1612141364,0.0257656608,0.2313524,0.0850123897
Delis,0.1461653975,0.3010500047,0.0804671856,0.355411673,0.1089595255,0.2234551605,0.1959351876,0.1810007227,0.2316355105,0.1437727001,0.2658144391,0.047462828,0.3566044539,0.1083283367,0.1559261457,0.0234117017,0.2569908747,0.2179905492,0.4362302958,0.9061511468,0.147412492,1,0.1177705101,0.1883374869,0.0684559247,0.1191238959,0.0975013497,0.0435328281,0.333547675,0.0819096618
Vietnamese,0.0720223027,0.0689373006,0.0333387884,0.240902158,0.0503927826,0.0617867537,0.0874776851,0.3340974733,0.0742295752,0.054507053,0.1003381563,0.0199544989,0.0863874786,0.0807363599,0.0478577814,0.0111864601,0.1569096071,0.0980156773,0.163992163,0.0503331244,0.2377825454,0.1177707186,1,0.0625137216,0.0302744739,0.0587853399,0.2263036946,0.0142700315,0.1212991489,0.0224401998
Mexican,0.1422734749,0.1434700315,0.0312442251,0.3299334836,0.0715135615,0.6903591375,0.083130122,0.1805042109,0.1100016085,0.1416977475,0.1655844874,0.0194089234,0.1480975165,0.0875729551,0.4176948845,0.0726904376,0.1664180373,0.120875498,0.2952845241,0.0614162495,0.2094959184,0.1883374855,0.0625136104,1,0.0266406089,0.0556653284,0.0821012983,0.0785957408,0.1792342624,0.0228417306
Indian,0.0243106954,0.0348453512,0.9866675531,0.4028372492,0.0261695093,0.0340885913,0.106092427,0.0467896291,0.0585861581,0.0220124869,0.030913648,0.0124529336,0.0534788607,0.0215423215,0.0268116055,0.0055779885,0.2140573559,0.0552393696,0.0771965336,0.0299325411,0.0469949025,0.0684559219,0.0302744191,0.026640608,1,0.0331302612,0.0433119514,0.0073615191,0.1085017036,0.0734322103
Russian,0.059414799,0.0844167684,0.077761884,0.3048872893,0.0209444587,0.0642262946,0.6777146007,0.0807883835,0.055170345,0.0392484319,0.0666388795,0.036172865,0.0693200675,0.0540886368,0.0531263721,0.0002692854,0.0792535233,0.9693453434,0.070040382,0.1256410974,0.1690235178,0.1191238963,0.058785236,0.055665329,0.0331302626,1,0.0267702703,0.0257071234,0.8070315213,0.1446829528
Cantonese,0.0666987402,0.0904678713,0.059165891,0.1891040337,0.0208747179,0.0797170781,0.0795781827,0.5685480844,0.0563030933,0.0604498697,0.0648832447,0.0276770258,0.0915269264,0.1199040724,0.0695966744,0.0229568068,0.1211533819,0.0827145626,0.1184965583,0.0256285366,0.161214137,0.0975013487,0.2263032918,0.0821012982,0.0433119527,0.0267702699,1,0.0280753524,0.1201093466,0.0254879918
Peruvian,0.0169473987,0.0475870229,0.0091273364,0.0543041335,0.0049031076,0.0496852912,0.0281464947,0.0284167104,0.0154323974,0.0155719062,0.0200168121,0.0051442174,0.0405453118,0.0137017573,0.306940278,0.0244036817,0.0374330476,0.036806388,0.051326966,0.0220584595,0.0257656601,0.0435328264,0.0142700056,0.0785957383,0.0073615191,0.0257071223,0.0280753515,1,0.0476443497,0.0073213527
Mediterranean,0.2115592297,0.2800140178,0.1479847978,0.553171632,0.1200741857,0.2109781436,0.8331098528,0.1979646901,0.2644454588,0.1047991885,0.1957479247,0.060160341,0.4724437489,0.1115790711,0.1643116929,0.0210438428,0.3059603802,0.9073555038,0.2888038905,0.1787094386,0.2313524836,0.3335477911,0.1212989764,0.1792343262,0.1085017457,0.8070317997,0.1201093896,0.0476443681,1,0.2695659954
Turkish,0.0228394835,0.0344524665,0.0878311519,0.1637800962,0.0082762875,0.0561028297,0.2948144133,0.0593466716,0.1091335966,0.0173517134,0.0269587226,0.0112892866,0.0668823456,0.0187903475,0.0236132133,0.0031605153,0.0791705721,0.227408824,0.0942152688,0.0317307269,0.0850123871,0.0819096583,0.0224401591,0.0228417298,0.07343221,0.1446829461,0.0254879909,0.0073213527,0.2695658899,1
